beta_low_max,beta_high_min,500kb_int_min,500kb_std_max,500kb_high_max,Accuracy,F1_macro,F1_weighted,Precision_macro,Recall_macro,ARI,NMI
0.28953450344841725,0.694195675252982,0.5604250370335937,0.26418485236146244,0.2462720810967043,0.9629520512631656,0.9540732322363084,0.9630751395680968,0.9554753774249618,0.9531160349573389,0.9152277953388815,0.8658112933247099
