beta_low_max,beta_high_min,500bp_int_min,500bp_std_max,500bp_high_max,500bp_low_max,40kb_int_min,40kb_std_max,40kb_high_max,40kb_low_max,450kb_int_min,450kb_std_max,450kb_high_max,450kb_low_max,Accuracy,F1_macro,F1_weighted,Precision_macro,Recall_macro,ARI,NMI
0.26587249840875865,0.8241192173935694,0.7938763594329801,0.36908283754999227,0.28802129940053317,0.07367384407607253,0.49157017292489014,0.3861934546801252,0.3890276656820292,0.38859465979442687,0.418399700200059,0.2147344503848255,0.31588544639579863,0.3135100312802408,0.5450036363636364,0.5730369999767971,0.5466279209267392,0.5857996032332785,0.5841887063409505,0.17818172584887074,0.2337065502539361
