beta_low_max,beta_high_min,500bp_int_min,500bp_std_max,500bp_high_max,500bp_low_max,40kb_int_min,40kb_std_max,40kb_high_max,40kb_low_max,450kb_int_min,450kb_std_max,450kb_high_max,450kb_low_max,Accuracy,F1_macro,F1_weighted,Precision_macro,Recall_macro,ARI,NMI
0.26587249840875865,0.8241192173935694,0.7938763594329801,0.36908283754999227,0.28802129940053317,0.07367384407607253,0.49157017292489014,0.3861934546801252,0.3890276656820292,0.38859465979442687,0.418399700200059,0.2147344503848255,0.31588544639579863,0.3135100312802408,0.7119680061923499,0.6835671543505737,0.7066968741400925,0.6957653801771067,0.6888283297004184,0.5041134802339564,0.483016491436905
